"Crowdsourced data on dried cannabis expenditure, prices and use.",,,,,,,,,,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,,,,,,,,,
"All submissions are reported below, however, the associated Daily is based on the information without any outlier (Outlier = 0).",,,,,,,,,,,,,,,,
Statistics Canada applies a set of criteria on the price variable to determine whether a submission is an outlier (Outlier =1).,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Submission Date,Expenditure,Quantity,Price,Outlier,Purpose,Usage,Source,Sex at Birth,First time,Legal status,Consumption,Census subdivision,Census division,Economic region,Province,Census metropolitan area
30/01/2018,1,28,0.04,1,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,55,7,7.86,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,9,1,9,0,Medicate - without a medical document,Daily,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,50,7,7.14,0,Use recreationally,A few times per month,,,,,1,Fernie,East Kootenay,Kootenay,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,20,3.5,5.71,0,Use recreationally,A few times a year,,,,,0,Trois-Rivières,Francheville,Mauricie,Quebec / Québec,Trois-Rivières
30/01/2018,10,1,10,0,Use recreationally,A few times a year,,,,,0,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
30/01/2018,40,7,5.71,0,Use recreationally,Daily,,,,,28,Sainte-Marie,La Nouvelle-Beauce,Chaudière-Appalaches,Quebec / Québec,24 - NonCMA
30/01/2018,10,1,10,0,Medicate - with a medical document,A few times per week,,,,,7,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
30/01/2018,25,3.5,7.14,0,Use recreationally,A few times per week,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,100000,28,3571.43,1,Use recreationally,A few times per week,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,25,3.5,7.14,0,Use recreationally,A few times per week,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,125,28,4.46,0,Use recreationally,Daily,,,,,56,Vernon,North Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,6.4,1,6.4,0,Use recreationally,,,,,,,Kentville,Kings,Annapolis Valley,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
30/01/2018,50,7,7.14,0,Use recreationally,Daily,,,,,20,Antigonish,Antigonish,North Shore / Côte-nord,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
30/01/2018,30,7,4.29,0,Medicate - without a medical document,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,140,28,5,0,Use recreationally,Daily,,,,,28,Trois-Rivières,Francheville,Mauricie,Quebec / Québec,Trois-Rivières
30/01/2018,40,7,5.71,0,Use recreationally,Daily,,,,,14,Trois-Rivières,Francheville,Mauricie,Quebec / Québec,Trois-Rivières
30/01/2018,20,3.5,5.71,0,Use recreationally,,,,,,,Trois-Rivières,Francheville,Mauricie,Quebec / Québec,Trois-Rivières
30/01/2018,8,1,8,0,Medicate - without a medical document,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,100,28,3.57,0,Medicate - without a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,110,14,7.86,0,Use recreationally,,,,,,,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
30/01/2018,10,1,10,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,35,3.5,10,0,Medicate - without a medical document,Daily,,,,,28,London,Middlesex,London,Ontario,London
30/01/2018,10,1,10,0,Use recreationally,A few times per month,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,180,28,6.43,0,Use recreationally,A few times a year,,,,,0.5,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
30/01/2018,80,7,11.43,0,Use recreationally,Daily,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,15,2,7.5,0,Use recreationally,A few times a year,,,,,1,North Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,50,7,7.14,0,Use recreationally,A few times per week,,,,,14,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
30/01/2018,220,28,7.86,0,Medicate - without a medical document,Daily,,,,,28,Grande Prairie,Division No. 19,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
30/01/2018,7.2,1,7.2,0,Use recreationally,A few times a year,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,100,28,3.57,0,Use recreationally,Daily,,,,,3.5,Abbotsford,Fraser Valley,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Abbotsford - Mission
30/01/2018,10,1,10,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,10,1,10,0,Medicate - without a medical document,Daily,,,,,28,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,160,28,5.71,0,Use recreationally,Daily,,,,,28,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
30/01/2018,125,28,4.46,0,Use recreationally,Daily,,,,,0.5,Notre-Dame-des-Monts,Charlevoix-Est,Capitale-Nationale,Quebec / Québec,24 - NonCMA
30/01/2018,5,1,5,0,Use recreationally,A few times a year,,,,,0.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,40,7,5.71,0,Medicate - without a medical document,,,,,,,Surrey,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,35,3.5,10,0,Medicate - with a medical document,,,,,,,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,45,7,6.43,0,Use recreationally,Daily,,,,,1,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,28,Montague,Kings,Prince Edward Island / Île-du-Prince-Édouard,Prince Edward Island / Île-du-Prince-Édouard,11 - NonCMA
30/01/2018,40,3.5,11.43,0,Medicate - without a medical document,A few times per week,,,,,14,Brandon,Division No.  7,Southwest / Sud-ouest,Manitoba,46 - NonCMA
30/01/2018,120,28,4.29,0,Medicate - with a medical document,Daily,,,,,28,Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
30/01/2018,140,28,5,0,Medicate - without a medical document,,,,,,,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,12,1,12,0,Use recreationally,A few times per month,,,,,1,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,60,7,8.57,0,Medicate - without a medical document,,,,,,,Charlottetown,Queens,Prince Edward Island / Île-du-Prince-Édouard,Prince Edward Island / Île-du-Prince-Édouard,11 - NonCMA
30/01/2018,175,28,6.25,0,Use recreationally,Daily,,,,,28,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,60,7,8.57,0,Use recreationally,A few times per week,,,,,3.5,Brandon,Division No.  7,Southwest / Sud-ouest,Manitoba,46 - NonCMA
30/01/2018,120,28,4.29,0,Use recreationally,A few times per week,,,,,28,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,100,14,7.14,0,Use recreationally,Daily,,,,,28,Creston,Central Kootenay,Kootenay,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,70,7,10,0,Use recreationally,Daily,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,100,14,7.14,0,Use recreationally,Daily,,,,,28,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
30/01/2018,45,7,6.43,0,Medicate - without a medical document,A few times per week,,,,,3.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,45,7,6.43,0,Medicate - without a medical document,A few times per week,,,,,3.5,Grande Prairie,Division No. 19,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
30/01/2018,100,28,3.57,0,Medicate - with a medical document,Daily,,,,,3.5,London,Middlesex,London,Ontario,London
30/01/2018,80,28,2.86,0,Medicate - without a medical document,A few times per week,,,,,14,Guelph,Wellington,Kitchener--Waterloo--Barrie,Ontario,Guelph
30/01/2018,150,28,5.36,0,Medicate - without a medical document,Daily,,,,,1,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,8,1,8,0,Medicate - with a medical document,A few times per week,,,,,0.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,20,2,10,0,Use recreationally,,,,,,,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,50,7,7.14,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,100,14,7.14,0,Use recreationally,Daily,,,,,28,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,Ontario,Thunder Bay
30/01/2018,5,1,5,0,Use recreationally,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,11.5,1,11.5,0,Medicate - without a medical document,A few times per week,,,,,7,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
30/01/2018,160,28,5.71,0,Medicate - with a medical document,Daily,,,,,28,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,20,3.5,5.71,0,Use recreationally,A few times per week,,,,,14,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,180,28,6.43,0,Medicate - without a medical document,Daily,,,,,60,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,8,1,8,0,Use recreationally,A few times a year,,,,,0.5,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
30/01/2018,220,28,7.86,0,Use recreationally,Daily,,,,,75,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,100,14,7.14,0,Use recreationally,Daily,,,,,14,Guelph,Wellington,Kitchener--Waterloo--Barrie,Ontario,Guelph
30/01/2018,120,14,8.57,0,Medicate - without a medical document,Daily,,,,,20,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,30,3.5,8.57,0,Use recreationally,A few times per week,,,,,14,St. Thomas,Elgin,London,Ontario,London
30/01/2018,25,3.5,7.14,0,Use recreationally,Daily,,,,,7,St. Thomas,Elgin,London,Ontario,London
30/01/2018,20,3.5,5.71,0,Medicate - without a medical document,Daily,,,,,28,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,10,1,10,1,Use recreationally,A few times per week,,,,,1,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,Ontario,Greater Sudbury / Grand Sudbury
30/01/2018,10,1,10,0,Use recreationally,A few times per month,,,,,1,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,5,1,5,0,Medicate - without a medical document,A few times per week,,,,,28,Port Hardy,Mount Waddington,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,28,Laval,Laval,Laval,Quebec / Québec,Montréal
30/01/2018,40,4,10,0,Use recreationally,Daily,,,,,4.5,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,London,Middlesex,London,Ontario,London
30/01/2018,60,7,8.57,0,Use recreationally,Daily,,,,,14,Mississauga,Peel,Toronto,Ontario,Toronto
30/01/2018,45,28,1.61,1,Use recreationally,A few times per month,,,,,1,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
30/01/2018,145,28,5.18,0,Use recreationally,A few times per week,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,180,28,6.43,0,Use recreationally,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,20,3.5,5.71,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,15,3.5,4.29,1,Medicate - without a medical document,A few times per month,,,,,3.5,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,100,14,7.14,0,Use recreationally,A few times per week,,,,,14,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
30/01/2018,20,3.5,5.71,0,Medicate - without a medical document,Daily,,,,,14,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,3.5,1,3.5,0,Medicate - without a medical document,A few times per month,,,,,28,Gaspé,La Côte-de-Gaspé,Gaspésie--Îles-de-la-Madeleine,Quebec / Québec,24 - NonCMA
30/01/2018,100,14,7.14,0,Use recreationally,A few times per week,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,10,1,10,0,Use recreationally,A few times a year,,,,,1,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,60,7,8.57,0,Medicate - with a medical document,Daily,,,,,7,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,5,1,5,0,Medicate - without a medical document,Daily,,,,,28,Port Hardy,Mount Waddington,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,35,3.5,10,0,Use recreationally,Daily,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,180,28,6.43,0,Medicate - without a medical document,Daily,,,,,84,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,10,1,10,0,Medicate - without a medical document,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,100,14,7.14,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,200,28,7.14,0,Medicate - with a medical document,Daily,,,,,3.5,Kenora,Kenora,Northwest / Nord-ouest,Ontario,35 - NonCMA
30/01/2018,10,1,10,0,Use recreationally,A few times a year,,,,,1,North Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,117,30,3.9,0,Medicate - without a medical document,Daily,,,,,60,Bridgewater,Lunenburg,Southern / Sud,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
30/01/2018,10,1,10,0,Use recreationally,Daily,,,,,1,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,50,7,7.14,0,Use recreationally,A few times per week,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,160,28,5.71,0,Use recreationally,A few times per week,,,,,14,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,75,14,5.36,0,Use recreationally,Daily,,,,,42,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
30/01/2018,6,1,6,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,40,7,5.71,0,Use recreationally,A few times per week,,,,,2,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,150,28,5.36,0,Use recreationally,Daily,,,,,28,Collingwood,Simcoe,Kitchener--Waterloo--Barrie,Ontario,35 - NonCMA
30/01/2018,100,14,7.14,0,Use recreationally,A few times per week,,,,,3.5,Parry Sound,Parry Sound,Northeast / Nord-est,Ontario,35 - NonCMA
30/01/2018,150,28,5.36,0,Use recreationally,Daily,,,,,56,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,55,7,7.86,0,Use recreationally,Daily,,,,,14,Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
30/01/2018,20,2,10,0,Use recreationally,A few times per week,,,,,0.5,Brampton,Peel,Toronto,Ontario,Toronto
30/01/2018,5,1,5,0,Use recreationally,A few times per week,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,100,14,7.14,0,Medicate - without a medical document,A few times per week,,,,,3.5,Queen Charlotte,Skeena-Queen Charlotte,North Coast / Côte-nord,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,25,3.5,7.14,0,Medicate - without a medical document,A few times per week,,,,,3.5,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,1,1,1,1,Use recreationally,Daily,,,,,28,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
30/01/2018,10,1,10,0,Use recreationally,A few times per month,,,,,1,Winnipeg Beach,Division No. 18,Interlake,Manitoba,46 - NonCMA
30/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,14,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
30/01/2018,25,3.5,7.14,0,Medicate - without a medical document,Daily,,,,,28,Laval,Laval,Laval,Quebec / Québec,Montréal
30/01/2018,16,1,16,1,Use recreationally,Daily,,,,,3.5,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,180,28,6.43,0,Use recreationally,A few times per week,,,,,7,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,80,14,5.71,0,Use recreationally,Daily,,,,,14,Cambridge,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
30/01/2018,40,3.5,11.43,0,Medicate - without a medical document,Daily,,,,,7,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,45,3.5,12.86,0,Use recreationally,Daily,,,,,7,Sackville,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
30/01/2018,35,7,5,1,Use recreationally,Daily,,,,,0.5,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,450,14,32.14,1,Medicate - without a medical document,Daily,,,,,28,Courtenay,Comox Valley,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,100,28,3.57,0,Use recreationally,Daily,,,,,28,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,160,28,5.71,0,Medicate - without a medical document,Daily,,,,,,Baie-Comeau,Manicouagan,Côte-Nord,Quebec / Québec,24 - NonCMA
30/01/2018,120,30,4,0,Medicate - without a medical document,Daily,,,,,60,Bridgewater,Lunenburg,Southern / Sud,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
30/01/2018,120,28,4.29,0,Medicate - without a medical document,,,,,,,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
30/01/2018,80,14,5.71,0,Use recreationally,A few times per week,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,90,14,6.43,0,Use recreationally,A few times per week,,,,,14,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
30/01/2018,8,1,8,0,Medicate - with a medical document,Daily,,,,,1,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,5,1,5,0,Use recreationally,A few times per month,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,150,28,5.36,0,Medicate - without a medical document,Daily,,,,,28,Barriere,Thompson-Nicola,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,25,3.5,7.14,0,Use recreationally,A few times per month,,,,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,10,1,10,0,Use recreationally,A few times per week,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,160,28,5.71,0,Use recreationally,Daily,,,,,56,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,6.5,1,6.5,0,Use recreationally,,,,,,,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
30/01/2018,60,7,8.57,0,Use recreationally,A few times per week,,,,,14,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
30/01/2018,90,14,6.43,0,Use recreationally,Daily,,,,,7,Burnaby,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,112,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,140,28,5,0,Use recreationally,Daily,,,,,48,Merritt,Thompson-Nicola,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,20,3.5,5.71,0,Use recreationally,A few times per week,,,,,1,London,Middlesex,London,Ontario,London
30/01/2018,600,112.5,5.33,0,Medicate - without a medical document,Daily,,,,,50,Prince George,Fraser-Fort George,Cariboo,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,220,28,7.86,0,Medicate - with a medical document,A few times per month,,,,,0.5,Grande Prairie,Division No. 19,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
30/01/2018,120,28,4.29,0,Use recreationally,A few times per week,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,10,1,10,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,15,1,15,0,Medicate - with a medical document,,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,100,1,100,1,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Thorold,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
30/01/2018,100,28,3.57,0,Medicate - with a medical document,Daily,,,,,28,Sault Ste. Marie,Algoma,Northeast / Nord-est,Ontario,35 - NonCMA
30/01/2018,50,7,7.14,0,Use recreationally,A few times per week,,,,,14,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,20,3.5,5.71,0,Use recreationally,A few times per week,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,125,28,4.46,0,Use recreationally,Daily,,,,,28,Chemainus 13,Cowichan Valley,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,120,14,8.57,0,Use recreationally,A few times a year,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,45.5,7,6.5,0,Medicate - with a medical document,Daily,,,,,28,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,10,1,10,0,Use recreationally,A few times per week,,,,,14,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,50,7,7.14,0,Use recreationally,A few times a year,,,,,0.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,48,7,6.86,0,Medicate - without a medical document,A few times per month,,,,,1,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
30/01/2018,50,7,7.14,0,Use recreationally,,,,,,,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,90,28,3.21,0,Use recreationally,Daily,,,,,14,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
30/01/2018,120,14,8.57,0,Use recreationally,A few times per week,,,,,3.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,14,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,Ontario,Greater Sudbury / Grand Sudbury
30/01/2018,6,1,6,0,Medicate - without a medical document,A few times per month,,,,,1,Burnaby,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,30,7,4.29,1,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,140,28,5,0,Medicate - without a medical document,Daily,,,,,1,Coquitlam,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,60,7,8.57,0,Use recreationally,A few times per week,,,,,3.5,St. Catharines,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
30/01/2018,80,14,5.71,0,Use recreationally,A few times per week,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,8,1,8,0,Use recreationally,A few times per month,,,,,0.5,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
30/01/2018,50,1,50,1,Use recreationally,A few times per week,,,,,7,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,140,28,5,0,Use recreationally,Daily,,,,,,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,28,Courtenay,Comox Valley,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
